author,key
Teresa Keddis,journals/acj/ToporKW85
Teresa L. Roberts,journals/computer/JohnsonRVSIBM89|journals/cacm/RobertsM83
Teresa Mah,conf/sigmod/NgLHM99
Terje Brasethvik,conf/er/BrasethvikG99
Terrance Swift,conf/sigmod/SagonasSW94|journals/jlp/ChenSW95|conf/deductive/SagonasSW93|conf/iclp/RamakrishnanRSSW95
Terrence C. Miller,conf/icse/AdamsHM89
Terrence G. Champion,journals/cacm/DurstCWMS99
Terrence J. Sejnowski,journals/ai/TesauroS89|journals/cogsci/AckleyHS85|conf/aaai/FahlmanHS83
Terrence R. Crowley,journals/computer/ThomasFCSTTR85|conf/cscw/CrowleyMBFT90
Terrence W. Pratt,journals/cacm/PrattF71|conf/sigmetrics/FrenchPD91
Terry A. Halpin,conf/er/HalpinP95|conf/er/BloeschH96|conf/er/BloeschH97|conf/mfdbs/Halpin91|journals/dke/HalpinP95|journals/dke/CampbellHP96|conf/adc/CampbellH94|conf/caise/McCormackHR93
Terry A. Landers,journals/tods/RothnieBFGHLRSW80|conf/ddb/LandersR82
Terry A. Welch,journals/computer/Welch84
Terry Bollinger,journals/software/BarnesB91
Terry D. Escamilla,journals/tkde/SimmonsEE93
Terry E. Weymouth,conf/vldb/GuptaWJ91|journals/mta/HampapurJW95|conf/mm/HampapurWJ94|conf/ssd/GuptaWJ91
Terry Gaasterland,conf/vldb/GaasterlandL94|journals/jiis/GaasterlandGM92a|journals/jiis/GaasterlandGM92|conf/lpar/GaasterlandGMN92
Terry McGregor,journals/cn/EichmannMD94
Terry Moriarty,conf/er/MoriartyDFMS87
Terry R. Payne,journals/tkde/PayneEG97
Terry R. Snyder,journals/software/HumphreySW91
Terry Winograd,journals/debu/BrinMPW98|conf/dl/CousinsPWBP97|journals/ai/BobrowKKNTW77|journals/cogsci/BobrowW77|journals/computer/PaepckeCGHKRW96|journals/tois/FloresGHW88|journals/cacm/PaepckeCGW98|journals/cacm/Winograd79|conf/cscw/Medina-MoraWFF92|conf/chi/BaldonadoW97|conf/chi/BaldonadoW98
Terrye Kocher,conf/sigmetrics/EnglertGKS90
Teruhiro Shimura,journals/tkde/ShimuraLM95
Teruhisa Houchin,conf/future/Houchin92
Tessa A. Lau,journals/cacm/LauEW99
Tetsuji Satoh,conf/dasfaa/SatohTIF91|conf/pdis/HiranoSIT91|conf/fodo/SatohTT89
Tetsuo Asano,journals/tcs/AsanoRRWW97|conf/soda/AsanoCKT96|conf/focs/AsanoA83
Tetsuo Mizoguchi,conf/icde/UdagawaM84|conf/vldb/NakamuraM78|conf/vldb/UdagawaM86|journals/debu/UdagawaM84
Tetsuo Toh,conf/vldb/TohKS77
Tetsuro Ito,journals/tods/ItoK83|journals/toms/ItoK77
Tetsuro Muranaga,conf/mm/ImaiYM94
Tetsuya Furukawa,conf/icde/IwaiharaFK91|conf/er/FurukawaXS98|conf/er/FurukawaS98|conf/nf2/KambayashiFY87|conf/ride/KonomiF91|conf/dood/KonomiFK93
Tetsuya Higuchi,conf/aaai/KitanoH91
Tetsuya Matsuyama,conf/er/TarumiMK98
Teunis J. Ott,conf/sigmetrics/LelandO86
Teuvo Kohonen,conf/kdd/LagusHKK96
Th. Collet-Petitjean,conf/er/Collet-PetitjeanDGJM86
Thai M. Chung,conf/srds/LilienC88
Thanasis Hadzilacos,conf/pods/Hadzilacos88|conf/pods/HadzilacosP85|conf/pods/HadzilacosH88|conf/pods/Hadzilacos86|journals/jcss/HadzilacosY89|journals/jcss/HadzilacosH91|journals/jcss/HadzilacosP86|conf/ideas/TryfonaH98|conf/gis/TryfonaH95
Thanasis Tsantilas,conf/spaa/GoudreauLRST96
Thane E. Plambeck,conf/pods/Plambeck90
Thao Nguyen,conf/ercimdl/DanDNSSKD98
Tharam S. Dillon,journals/tkde/ZhouD95|journals/tkde/ZhouD96|journals/tkde/LuD94
The Tandem Performance Group,conf/sigmod/Group88
Themistoklis Palpanas,journals/sigmod/Palpanas00
Theo Dirk Meijler,conf/esec/MeijlerDE98
Theo Härder,journals/csur/HarderR83|journals/tods/EffelsbergH84|journals/tods/Harder78|journals/vldb/HarderR96|journals/vldb/HarderST99|journals/vldb/DesslochHMMT98|journals/vldb/HarderR93|conf/icde/RitterMHGS94|conf/sigmod/GesmannGHHKMS92|conf/sigmod/HarderR87|conf/dasfaa/ThomasGHM95|conf/adbis/ZhangH97|conf/vldb/Harder77|conf/vldb/HarderMMS87|conf/vldb/HarderP84|conf/vldb/NinkHR99|journals/debu/HarderSS89|journals/debu/HarderPR85|journals/ife/HarderMNR95|journals/ife/HarderHLM87|journals/dke/RezendeH97|journals/dke/HarderMS91|journals/dke/HarderHMM88|journals/is/EffelsbergHR80|journals/is/Harder84|journals/is/Harder88|journals/is/HarderP87|conf/btw/HarderR85|conf/cikm/ChenH94|conf/cikm/RezendeH94|conf/objekt/DesslochHLM92|conf/efdbs/HarderST97|conf/dexa/RezendeH95|conf/dexa/ChenH94|conf/dpds/HarderSS88|conf/ngits/ZhangHT97|conf/mmb/BohnHR91|conf/mmb/Harder87|conf/mmb/HarderR85|conf/conpar/HarderHM86|conf/ds/HarderR79|conf/bncod/RezendeHGL97|conf/icod/EffelsbergHR80|conf/oodbs/Harder86|conf/ride/HubelMGGKSH92
Theo P. van der Weide,journals/tkde/ProperW95|journals/dke/ProperW95|journals/dke/HofstedeW93|journals/dke/ProperW94|journals/dke/BommelW92|journals/is/HofstedePW93|journals/is/BommelHW91|journals/cj/HofstedePW96|conf/dexa/HofstedePW94|conf/adc/ProperW93|conf/caise/HofstedePW92
Theodor D. Sterling,journals/cacm/Sterling74
Theodor Holm Nelson,conf/ifip/Nelson80
Theodore A. Linden,journals/csur/Linden76
Theodore A. Norman,journals/cacm/PetersonN77
Theodore Andronikos,conf/cdb/AfratiAK97
Theodore Bially,journals/tit/Bially69
Theodore D. Friedman,journals/cacm/FriedmanH74|conf/sp/FriedmanH80
Theodore Dalamagas,conf/vdb/DalamagasSS98
Theodore G. Kavalieros,conf/cdb/AfratiAK97
Theodore H. Romer,conf/asplos/RomerLVWWBBL96
Theodore Johnson,journals/debu/JohnsonS97|journals/debu/BarbaraDFHHIJJNPRS97|journals/debu/JohnsonS99|journals/tods/JohnsonS93|conf/icde/Johnson98|conf/sigmod/HongJC93|conf/sigmod/JohnsonK93|conf/pods/JohnsonS89|conf/pods/JohnsonS90|conf/vldb/LakshmananJN00|conf/vldb/JohnsonS94|conf/vldb/JohnsonM98|conf/vldb/Johnson99|journals/jcss/JohnsonS93|journals/is/HansonJ96|conf/kdd/DuMouchelVJCP99|conf/kdd/JohnsonD98|conf/kdd/JohnsonKN98|conf/sigmetrics/Johnson90|conf/rtdb/HongCJ96|conf/ssdbm/KornJJ99
Theodore L. Ross,journals/tse/ShawDKRYZ95
Theodore P. Baker,journals/siamcomp/Baker78a|conf/rtss/Baker90
Theodore R. Bashkow,conf/isca/SullivanB77
Theodore Rotwitt Jr.,conf/sigmod/MaineR71
Theodore S. Norvell,conf/icde/CruzN89
Theodore W. Leung,conf/icde/SubramanianLVZ95|conf/dbpl/LeungMSVVZ93|conf/dbpl/Leung95|conf/dbpl/SubramanianZLV93
Theodoros Andronikos,conf/cdb/AfratiAK95
Theodoros G. Kavalieros,conf/icdt/AfratiGK99|conf/cdb/AfratiAK95
Theodoros Tzouramanis,conf/adbis/TzouramanisVM99|journals/dke/TzouramanisML99|conf/gis/TzouramanisVM98
Theodosios Pavlidis,journals/jacm/HorowitzP76
Thibault Estier,conf/dasfaa/Al-JadirEFL95
Thiel Chang,conf/icde/ChoenniBBC94|journals/dke/ChoenniBC93|conf/sac/ChoenniBC93
Thierry Barsalou,conf/icde/BarsalouG92|conf/sigmod/BarsalouKSW91|journals/sigmod/GangopadhyayB91
Thierry Coquand,journals/iandc/Breazu-TannenCGS91|conf/lics/Breazu-TannenCGS89
Thierry Coupaye,conf/icde/ColletCFR97|conf/sigmod/ColletC95|conf/vldb/ColletCS94|conf/dexa/ColletC96|conf/rules/CoupayeC95
Thierry Larue,conf/ssd/LaruePV93
Thierry Pun,conf/dl/RauberRP97
Thierry Schang,conf/sigmod/HarandiSC86
Thierry Val,conf/er/SoutouVPM98
Thin-Fong Tsuei,conf/sigmod/TsueiPK97
Thiruvengadam Radhakrishnan,conf/er/DCunhaR83|conf/aaai/GrossnerPCRS93
Thodoros Topaloglou,journals/vldb/MylopoulosCPST96|conf/cikm/ShrufiT95|conf/icde/TopaloglouIS92|conf/er/TopaloglouM96|conf/cikm/Topaloglou93
Thom Blum,journals/ieeemm/WoldBKW96
Thom Peters,conf/usenix/PalayHKSWNSBP88
Thom W. Frühwirth,conf/lics/FruhwirthSVY91|conf/iclp/YardeniFS91
Thomas A. Beavin,journals/ibmsj/SockutBC97
Thomas A. Cargill,journals/spe/Cargill82
Thomas A. Corbi,journals/ibmsj/Corbi89
Thomas A. DeFanti,journals/computer/DeFantiBM89
Thomas A. Funkhouser,conf/sigmod/BilirisFOP96
Thomas A. Henzinger,journals/iandc/AlurH93|conf/lics/AlurH90|conf/lics/Henzinger96|conf/focs/HenzingerHK95|conf/rex/AlurH91|conf/podc/Henzinger90
Thomas A. Joseph,journals/tocs/JosephB86|journals/tocs/BirmanJ87|journals/tse/BirmanJRA85|conf/sosp/BirmanJ87
Thomas A. Lipkis 0002,conf/ijcai/SchmolzeL83
Thomas A. Mück,journals/tkde/MuckS95|journals/vldb/MuckP97|conf/icde/MuckP97|conf/er/BreitenederM90|conf/dasfaa/Muck93|conf/dasfaa/MuckP97|journals/dke/BreitenederM95|journals/is/MuckV89|conf/pos/MuckP96
Thomas A. Phelps,conf/ercimdl/PhelpsW97
Thomas A. Russ,conf/ijcai/LongR83
Thomas A. Ryan Jr.,conf/ssdbm/RyanR81
Thomas A. Standish,journals/tse/Standish84
Thomas A. Varwig,journals/cacm/PremerlaniRBV90
Thomas Anderson 0001,journals/tse/AndersonLS78
Thomas Atwood,conf/pos/Atwood90
Thomas B. Gendreau,conf/icdcs/NiXG85
Thomas B. Steel Jr.,conf/sigmod/Steel75|conf/vldb/Steel80|conf/ds/Steel85
Thomas Baby,conf/sigmod/AltinelABFSZ99|conf/edbt/BargaLAB00
Thomas Baier 0003,conf/dexa/RezendeB96
Thomas Ball,conf/compcon/BallD96|conf/popl/BallL92
Thomas Bauer 0001,journals/ife/BauerD99|conf/coopis/BauerD97
Thomas Bergstraesser,journals/debu/BernsteinB99|conf/sigmod/BergstraesserBPS99|journals/is/BernsteinBCPSS99
Thomas Berkel,conf/jcdkb/BerkelKSW88
Thomas Bittner,journals/amai/BittnerS98|conf/cosit/Bittner97
Thomas Bode,conf/btw/FreitagB89|conf/objekt/BodeCF92|conf/igis/BodeBC94
Thomas Brinkhoff,journals/debu/KriegelBS93|conf/icde/BrinkhoffKS96|conf/icde/BrinkhoffKS93|conf/sigmod/BrinkhoffKSS94|conf/sigmod/BrinkhoffKSS94a|conf/sigmod/BrinkhoffKS93|conf/vldb/BrinkhoffK94|conf/igis/BrinkhoffK94|conf/gis/BrinkhoffKSB95|conf/ssd/BrinkhoffHKS93
Thomas Burns,journals/sigmod/BurnsFJKMRRRT86
Thomas C. Conway,conf/dasfaa/KempCHHRS97|journals/jlp/SomogyiHC96
Thomas C. Henderson,journals/ai/MohrH86
Thomas C. Lowe,journals/jacm/Lowe68
Thomas C. Rakow,conf/icde/MuthR91|conf/icde/MuthRWBH93|conf/icde/RakowGN90|conf/sigmod/MuthR93|conf/sigmod/RakowM93|journals/debu/MuthRKN91|journals/sigmod/BohmR94|conf/btw/RakowNL95|conf/adb/ThimmR94
Thomas C. Redman,journals/ipm/LevitinR95|journals/cacm/Redman98
Thomas C. Rindflesch,journals/jasis/WrightNAR99
Thomas Christaller,conf/ijcai/HoeppnerCMMNOW83
Thomas D. C. Little,journals/debu/LittleCCB91|journals/tkde/AhangerL98|journals/tkde/ChenL96|journals/tkde/LittleG93|conf/icde/LittleG90|journals/mms/LittleV95|journals/mms/Little93|journals/mta/CarrerLAL97|journals/computer/LittleG91|conf/spieSR/AhangerBL95|conf/mm/LittleAFGRSV93|conf/icmcs/WittenburgL94|conf/icmcs/AhangerL97|conf/icmcs/ChenKLV95|conf/fodo/ChenL93
Thomas D. Garvey,conf/dbsec/GarveyLQS92
Thomas D. Wagner,conf/sigmetrics/RostiSWAD93
Thomas Dean,journals/jacm/Dean89
Thomas E. Anderson,journals/micro/AndersonCP95|journals/tocs/BershadALL90|conf/sigmetrics/Arpaci-DusseauAVLAP95|conf/sosp/BershadALL89|conf/sosp/WahbeLAG93|conf/usenix/LiKHA94|conf/osdi/DahlinWAP94
Thomas E. Bell,journals/tse/BellBD77
Thomas E. Bihari,journals/computer/BihariG92|journals/cacm/PaytonB91
Thomas E. Cheatham Jr.,journals/computer/BalzerCG83|conf/icse/CheathamTH79|conf/oodbs/HsuC88
Thomas Eggenschwiler,conf/ecoop/BirrerE93
Thomas Eiter,journals/tkde/CadoliEG97|journals/tods/EiterGM97|conf/pods/EiterG92|conf/pods/EiterGM94|conf/pods/EiterG93|conf/icdt/BonattiE95|journals/ai/EiterG92|journals/tcs/EiterG93|journals/tcs/BonattiE96|journals/jacm/EiterG95|journals/siamcomp/EiterG95|conf/slp/EiterG93|conf/lid/EiterLS96|conf/lpnmr/EiterLMPS97|conf/kr/CadoliEG94|conf/coco/DantsinEGV97|conf/ijcai/EiterG93
Thomas Ellman,journals/csur/Ellman89|conf/aaai/Ellman88
Thomas F. Bowen,journals/cacm/BowenGHHLMRW92
Thomas F. Gordon,conf/icail/Gordon93|conf/sbia/KaracapilidisPG96
Thomas F. Keefe,journals/tkde/KeefeTS93|conf/icde/KeefeTS90|journals/computer/KeefeTT89|conf/dbsec/KeefeT89|conf/sp/KeefeT90
Thomas F. La Porta,journals/monet/PortaSG96
Thomas Feld,conf/uml/NuttgensFZ97
Thomas Feyer,conf/er/FeyerST98|conf/er/FeyerT99
Thomas G. Aguierre Smith,conf/usenix/SmithP91|conf/nossdav/SmithD92
Thomas G. Dietterich,journals/ai/AlmuallimD94|journals/ai/DietterichM85|journals/ml/FlannD89|conf/aaai/AlmuallimD91
Thomas G. Marr,conf/sigmod/WangCMSSZ94
Thomas G. Moher,conf/oopsla/WilsonM89|conf/pldi/WilsonLM91
Thomas G. Price,journals/csur/GrayMBLLPPT81|journals/tods/ChamberlinAKLMPSSSWY81|conf/sigmod/SelingerACLP79|journals/computer/AstrahanBCGKLLMPPSSSSTTWY79|journals/jacm/Price76|journals/cacm/ChamberlinABGKLLMPPSSSTWY81|journals/sigops/BlasgenGMP79|journals/ibmsj/BlasgenACGKLLMPPSSSSTWY81
Thomas G. Speer,journals/dtj/SpeerS91
Thomas G. Szymanski,journals/jcss/HuntRS76|journals/jacm/StorerS82|journals/cacm/HuntS77|journals/cacm/HuntSU77|journals/siamcomp/SzymanskiU77|journals/siamcomp/AhoSSU81
Thomas Graf,conf/fgcs/DincbasHSAGB88
Thomas H. Bredt,conf/ifip/PetersonB74
Thomas H. Hinke,journals/tkde/DelugachH96|conf/ssdbm/HinkeRKGR97|conf/kdd/HinkeRRG97|conf/dbsec/GarveyHJSW89|conf/dbsec/Hinke87|conf/dbsec/HinkeDC93|conf/dbsec/HinkeD92
Thomas Hardjono,conf/vldb/HardjonoS90
Thomas Hemmann,journals/ki/GebhardtGHV95
Thomas Ho,journals/cacm/NunamakerKHS76
Thomas Hofmann,conf/sigir/Hofmann99
Thomas Höppler,conf/sigmod/DoppelhammerHKK97
Thomas J. Bannon,conf/sigmod/FordBB93
Thomas J. Cook,conf/sigmod/Cook75|conf/sigmod/Cook78
Thomas J. E. Schwarz,conf/sigmod/LitwinS00
Thomas J. Gambino,conf/vldb/GambinoG77
Thomas J. Laffey,journals/aim/LaffeyCSKR88|journals/aim/NguyenPLP87|conf/ijcai/NguyenPLP85
Thomas J. LeBlanc,conf/icde/LeBlanc84
Thomas J. McCabe,journals/tse/McCabe76
Thomas J. Richards,journals/tkde/RoddickCR96|conf/er/RoddickCR93
Thomas J. Sager,journals/cacm/Sager85
Thomas J. Schaefer,journals/jcss/Schaefer78|conf/stoc/Schaefer78
Thomas J. Szczygielski,journals/ibmsj/MaslakSS91
Thomas J. Weigert,journals/tkde/TsaiLW98|journals/tkde/WeigertT94|journals/tse/TsaiWJ92|journals/jar/WeigertTL93
Thomas Jagodis,conf/icde/KhoshafianCJBV87
Thomas Johnsson,journals/sigplan/HudakPWBFFGHHJKNPP92|journals/cj/AugustssonJ89
Thomas Joseph,journals/tse/JosephC88
Thomas K. Landauer,journals/jasis/DeerwesterDLFH90|journals/cacm/FurnasLGD87|conf/sigir/FurnasDDLHSL88|conf/ht/EganLKLRLL91
Thomas K. W. Tsou,journals/tods/DeogunRT84
Thomas Kaczmarek,conf/aaai/KaczmarekBR86
Thomas Keller 0005,conf/sigmod/KellerGM91|journals/debu/DanielsGKMSV91|conf/oodbs/MaierGSDKV92
Thomas Kirk,journals/ijcis/BrachmanSTAHKL93|journals/jiis/LevySK95
Thomas Kirsche,conf/icde/KirscheLRW94|conf/pdis/SchusterJKB94|conf/btw/Kirsche93
Thomas Kistler,journals/cn/KistlerM98
Thomas Kretzberg,conf/cad/WilkesK96
Thomas Kudrass,journals/debu/BuchmannBKZ92|conf/pdis/CastellanosKSG94|conf/rules/BrandingBKZ93
Thomas Kunkelmann,conf/treds/KunkdelmannVT96
Thomas L. Adam,journals/cacm/AdamCD74
Thomas L. Casavant,journals/tse/CasavantK88
Thomas L. Dean,journals/ai/DeanM87|journals/ai/DeanB88|conf/aaai/DeanB88
Thomas L. Kotlarek,conf/icde/HoganK87
Thomas Lee,conf/sigmod/BressanGFJHKLMPQSS97
Thomas Lemke,conf/adbis/GriefahnLM97
Thomas Lengauer,journals/toplas/LengauerT79|conf/icalp/LengauerW88
Thomas List,conf/er/JarkeLW99
Thomas Ludwig 0001,conf/icde/Ludwig90|journals/dke/LudwigW91|journals/lncs/BenzschawelGLLMW91|conf/btw/Ludwig91|conf/btw/LudwigWLMG89
Thomas Lukasiewicz,conf/cikm/LukasiewiczKKG95|conf/ecsqaru/Lukasiewicz95
Thomas M. Breuel,conf/spieSR/NiblackZHBPPFUNSDYSZP98
Thomas M. Niccum,journals/debu/SrivastavaNH94
Thomas McGee,journals/tkde/DimitrovaMEM98|conf/cikm/DimitrovaME97
Thomas Merrow,conf/oopsla/MerrowL87
Thomas Neumann 0002,conf/vldb/NeumannH82|conf/sigmod/Neumann83
Thomas O. Binford,conf/aaai/WinstonKBL83|conf/ijcai/MalikB83
Thomas Ohler,journals/vldb/BeckerGOSW96|conf/icde/PajarolaOSSW98|journals/jal/BeckerFGLOW96|conf/stacs/BeckerFGOTW92|conf/ssd/BeckerGOSW93
Thomas Olnhoff,conf/ifip/NeuholdO80
Thomas Ottmann,journals/tods/CulikOW81|journals/isci/OttmannSW84|journals/tc/BentleyO79|journals/tc/OttmannRS82|journals/cacm/OttmannSW78|journals/cj/OttmannW80|journals/siamcomp/OttmannPRSW84|conf/mfcs/OttmannW79|conf/wg/IckingKO87
Thomas P. Moran,journals/csur/Moran81|journals/cacm/CardMN80|journals/cacm/RobertsM83|journals/cacm/ShragerJMKR87
Thomas P. Murtagh,conf/oopsla/BruceCMGDM93
Thomas P. Neuendorffer,conf/usenix/PalayHKSWNSBP88
Thomas P. Pole,journals/tse/FrakesP94
Thomas Papadakis,conf/vldb/TriantafillouP97
Thomas R. Addis,journals/tods/Addis82
Thomas R. Gruber,journals/computer/CutkoskyEFGGMTW93|journals/aim/NechesFFGPSS91|journals/ijmms/Gruber88|journals/ijmms/GruberC87|conf/kr/PatilFPMFGN92|conf/kr/Gruber91|conf/kr/GruberO94
Thomas R. Hinrichs,conf/aaai/HinrichsK91
Thomas R. Horsley,journals/cacm/RedellDHLLMMP80
Thomas Raupp,journals/dke/EickR91|conf/btw/AbramowiczDGLLRRW87|conf/oodbs/RehmRRLHGDA88
Thomas Ringel,conf/btw/HoflingBDSR97
Thomas Rist,journals/ai/WahlsterAFPR93
Thomas Roos,journals/tcs/AsanoRRWW97
Thomas Rose 0001,conf/sigmod/JarkeR88|journals/is/JarkeJR90|conf/icse/RoseJ90|conf/dood/JarkeJR89
Thomas Rotthowe,conf/er/SchuetteR98
Thomas Ruf,conf/icde/KirscheLRW94|conf/dasfaa/LehnerR97|conf/cikm/LehnerRT96|conf/dexaw/LehnerRT96
Thomas Räuchle,journals/ipl/RauchleT85|journals/tse/BirmanJRA85
Thomas Rölleke,conf/edbt/FuhrR98|journals/tois/FuhrR97|conf/btw/RollekeF97|conf/sigir/RollekeF96
Thomas S. Anantharaman,conf/popl/AnantharamanCFM85
Thomas S. Huang,journals/tkde/OrtegaRCPMH98|journals/mms/RuiHM99|conf/dpc/HuangMR96|conf/mm/OrtegaRCMH97|conf/icmcs/RuiHM98
Thomas Sager,journals/csur/ManninoCS88
Thomas Schmidt,conf/ssd/KriegelSS97
Thomas Schwentick,conf/pods/NevenS00|conf/pods/NevenS99|journals/tocl/GroheS00
Thomas Seidl 0001,journals/tkde/AnkerstKS98|conf/icde/KeimKS94|conf/icde/BerchtoldEKKS98|conf/sigmod/SeidlK98|conf/vldb/SeidlK97|conf/vldb/AnkerstBKS98|journals/geoinformatica/KriegelS98|conf/ssd/KriegelSS97
Thomas Sewell,journals/cacm/KleinAEHCDEEKNSTW10
Thomas Stöhr,conf/europar/RahmS95
Thomas Tesch,conf/vldb/RusinkiewiczKTWM95
Thomas Thalhammer,conf/icde/LangOKT98
Thomas Tschernko,conf/sigmod/KuhnTS94
Thomas Verma,conf/kr/PearlV91
Thomas Vetterli,journals/sigmod/VetterliVS00
Thomas W. G. Docker,conf/esec/FranceD89
Thomas W. Malone,journals/debu/BernsteinDMQ95|journals/tois/LaiMY88|journals/tois/MaloneGLRR87|journals/tois/LeeM90|journals/csur/MaloneC94|journals/cacm/MaloneYb87|journals/cacm/MaloneGTBC87|conf/aaai/TouWFHM82
Thomas W. Mastaglio,journals/tois/FischerLMM91|journals/ijmms/FischerLMM91
Thomas W. Page Jr.,conf/sigmod/PageWP85|conf/pods/PageP85|journals/spe/PageGHRRGKP98|conf/sosp/WeinsteinPLP85|conf/usenix/GuyHMPPR90|conf/wmrd/PopekGPH90
Thomas W. Reps,journals/cacm/TeitelbaumR81|journals/toplas/HorwitzPR89|journals/toplas/RepsTD83|journals/toplas/HorwitzRB90|conf/sde/RepsT84|conf/popl/Reps82|conf/popl/HorwitzPR88|conf/popl/DemersRT81|conf/popl/RamalingamR93|conf/cc/Reps94|conf/icse/HorwitzR92
Thomas W. Scrutchin,conf/hpts/Srutchin85
Thomas Weik,conf/artdb/WeikH95
Thomas Y. C. Woo,journals/csec/WooL93
Thomas Zurek,conf/vldb/ZurekS99|conf/bncod/Zurek97
Thomas de Ridder,conf/ssd/GutingRS95
Thorsten Hartmann,conf/er/JungclausSH91|journals/tois/JungclausSHS96|journals/dke/SchwiderskiHS94|conf/dexa/HartmannJS93|conf/ecoop/HartmannJS92|conf/coopis/SaakeJH93
Thorsten Hermes,conf/spieSR/HermesKKZ95
Thorsten Joachims,conf/ijcai/JoachimsFM97
Thorsten Meyer,conf/vldb/FerrandinaMZ94|conf/vldb/FerrandinaMZFM95|conf/pos/FerrandinaMZ94
Thorsten von Eicken,conf/sigmod/GodfreySE98|conf/sosp/EickenBBV95|conf/ppopp/CullerKPSSSSE93|conf/isca/EickenCGS92
Thérèse Hardin,conf/lics/DowekHK95
Thérèse Libourel,conf/dasfaa/MougenotLD95
Ti-Pin Chang,conf/pods/ChangH95
Tian Zhang,conf/sigmod/ZhangRL96|conf/vldb/VenkataramanZ98|journals/datamine/ZhangRL97
Tian-Jy Chao,conf/icde/ChaoE86
Tianqing Zhang,conf/dasfaa/TangYZ99
Tianran Wang,conf/ijcai/MarcusMW85
Tibor Gyires,conf/mfdbs/Gyires89
Tien Chi Chen,conf/vldb/Chen78|journals/ac/ChenC78
Tien Huynh,conf/slp/LassezHM89|conf/alp/HuynhLL90|conf/fsttcs/HuynhJLL90
Tien-Fu Chen,conf/asplos/ChenB92
Tiko Kameda,journals/tods/LingTK81|journals/tods/KatohIK85|journals/tods/IbarakiK84|journals/tods/IbarakiKM87|conf/pods/PilarskiK90|conf/pods/FuK89|conf/vldb/IbarakiKM83|journals/algorithmica/KatohKI87|journals/jcss/MuroKM84|journals/tse/IbarakiKK88|conf/dexa/NgK94|conf/podc/CheungK85|conf/ssd/NgK93
Tilak Agerwala,journals/tse/LintA81|journals/ibmsj/AgerwalaMMSDS95
Till Westmann,journals/sigmod/WestmannKHM00|conf/vldb/HelmerWM98
Tim Allen,conf/srds/Garcia-MolinaABCR83
Tim Andrews,conf/oopsla/AndrewsH87
Tim Berners-Lee,journals/en/Berners-LeeCGP92|journals/cacm/Berners-LeeCLNS94|journals/rfc/rfc1738
Tim Bray,journals/cn/Bray96
Tim Connors,conf/pods/Connors85|journals/tois/FishmanBCCCDDHKLMNRS87|conf/pdis/ConnorsHKNSW91|conf/pdis/SchneiderC93|conf/oodbs/ConnorsL88
Tim Flannagan,journals/jlp/Flannagan86
Tim Glauert,conf/icmcs/WrayGH94
Tim Hunkapiller,conf/ssdbm/CushingLPSK97
Tim Kempster,journals/sigmod/KempsterST99
Tim McCandless,conf/ids/DurandBCFMSS92
Tim Niblett,journals/ml/ClarkN89|conf/ecml/ClarkN87
Tim Oren,conf/sigir/RoseMOPSW93
Tim Rühl,conf/vldb/BonczRK98
Tim S. Leask,journals/vldb/VaghaniRKSSLH94
Tim Sheard,journals/tods/SheardS89|conf/icde/StempleSB86|conf/sigmod/StempleMS87|conf/sigmod/MazumdarSS88|conf/pods/StempleS84|conf/dbpl/StempleS87|conf/dbpl/FegarasSS89|conf/edbt/StempleFSS90|conf/vldb/SheardS85|journals/toplas/Sheard91|conf/fpca/SheardF93|conf/ewdw/StempleS90|conf/cade/FegarasSS92|conf/icse/StempleS85|conf/oodbs/StempleSS88|conf/dood/FegarasMS93
Tim Sullivan 0002,journals/tocs/WilkesGSS96|conf/sosp/WilkesGSS95|conf/usenix/GoldingBSSW95
Tim Teitelbaum,journals/cacm/TeitelbaumR81|journals/toplas/HorwitzT86|journals/toplas/RepsTD83|conf/sde/RepsT84|conf/popl/DemersRT81
Times-Ten Team,conf/sigmod/Team99
Timo Honkela,conf/kdd/LagusHKK96
Timo Niemi,conf/sigir/JarvelinN95
